"day","month","temperature","pressure","wind_speed","season"
249,9,3.89964539323565,1012.83997472792,13.3862681908745,"Summer"
250,10,7.2805436761207,1023.74945077272,15.7320858933398,"Fall"
251,11,4.63028416305974,986.983003297423,26.5253099102285,"Fall"
252,12,4.00713159897086,1008.46802170005,9.37698164370882,"Fall"
253,1,4.59943483466031,1006.24517708408,13.472651800451,"Winter"
254,2,5.84387850751346,1000.77073820634,12.4162027512813,"Winter"
255,3,10.3119105133158,1028.46609154224,22.5619771341623,"Winter"
256,4,5.19749469727889,998.847180802305,11.1525753855486,"Spring"
257,5,8.65522031858159,1016.18390260408,14.5895654811214,"Spring"
258,6,7.25755686131021,1021.4643628558,18.9356680716135,"Spring"
259,7,4.97970248324094,1014.78190188418,9.707047320258,"Summer"
260,8,0.680112025037594,1004.24744522504,23.27587907871,"Summer"
261,9,3.67654254101876,1022.41165806724,18.3788120773712,"Summer"
262,10,3.73425172412968,1014.70588081841,9.62896695234823,"Fall"
263,11,5.31219777848476,1002.36502093618,17.2728890452887,"Fall"
264,12,9.04111453336216,999.119509523979,13.9334642838347,"Fall"
265,1,11.9924610191699,1033.86717434493,16.5661438599717,"Winter"
266,2,9.73160253701676,1006.21496854582,14.5501240149217,"Winter"
267,3,4.66797861433902,994.44428346082,20.3525801838917,"Winter"
268,4,-0.220635297679887,1018.33259362754,8.24449807148333,"Spring"
269,5,3.86707139024307,1016.10230256061,12.3869165140204,"Spring"
270,6,5.28845006056596,999.461656642774,13.754046611223,"Spring"
271,7,7.54624185635197,993.57043586418,10.0210063757433,"Summer"
272,8,7.89212109857924,1011.83697482841,9.80022478116903,"Summer"
273,9,7.05376170170202,1024.39396291709,14.9100987971167,"Summer"
274,10,0.814269553239695,1019.36124035182,14.3391243357163,"Fall"
275,11,7.55124411710116,1008.07062575838,2.25328612624784,"Fall"
276,12,3.6678282383215,1004.65811768416,20.2028672785969,"Fall"
277,1,5.54005388892813,1015.71066756751,16.248628679926,"Winter"
278,2,5.25040380043965,1014.57353347216,27.0810368657416,"Winter"
279,3,6.32531033343973,1019.29711746693,18.4259911902555,"Winter"
280,4,5.1318458795389,1009.04202049711,12.76520345519,"Spring"
281,5,0.0753526130636875,1021.99354053203,28.9869557347905,"Spring"
282,6,7.3101629434468,1004.69188472664,29.1611301195775,"Spring"
283,7,6.28458528110916,1009.6945529988,8.9064409185491,"Summer"
284,8,4.35830695664441,1020.40814523726,17.3451597797771,"Summer"
285,9,5.54136883042395,1022.89971608627,13.9437654068392,"Summer"
286,10,5.62363252104882,993.614952985466,15.9352557327701,"Fall"
287,11,5.9220538539588,1014.07190407016,16.1377136428441,"Fall"
288,12,10.2218992794174,1019.08779011735,8.69049768565474,"Fall"
289,1,4.68544948665102,998.491756865094,16.4279479012128,"Winter"
290,2,5.89289831293096,1017.80625599875,23.746236815709,"Winter"
291,3,8.94280335328822,1004.71825729603,14.179549979326,"Winter"
292,4,8.65197790717922,1023.20253012164,14.1853664465077,"Spring"
293,5,8.97982545686964,1018.38482032103,21.9928600316873,"Spring"
294,6,3.86903541740238,1020.69052294996,19.4919812034147,"Spring"
295,7,11.6690759026492,1014.20719329287,6.75752590809357,"Summer"
296,8,5.92468577699858,1021.63648434158,16.1427848663109,"Summer"
297,9,11.3908426569542,1026.80514528315,23.2677361733887,"Summer"
298,10,1.80601206005453,1032.66248015456,22.0763817495957,"Fall"
299,11,5.99281263103635,1012.71604945251,17.0997580190711,"Fall"
300,12,9.75343501638521,990.509489096676,18.6061040355645,"Fall"
301,1,3.93445997373612,1013.31526004594,9.01532393905658,"Winter"
302,2,3.90125799591314,1015.0556120845,16.5006578344069,"Winter"
303,3,3.42546683773689,1011.44654652856,10.2277553240609,"Winter"
304,4,3.16789661468782,1018.68288620777,12.7099096595153,"Spring"
305,5,5.10088181770077,1023.10677964514,19.678018418898,"Spring"
306,6,7.49536660360167,1007.82017569832,9.31553444154428,"Spring"
307,7,0.551184449893057,1010.05904672844,16.3345912543653,"Summer"
308,8,7.3242350364588,1016.978422088,17.1416601973577,"Summer"
309,9,10.4952596062256,1007.49776258511,15.2745598491981,"Summer"
310,10,12.9973314646477,1013.91267383488,24.1109441091771,"Fall"
311,11,10.889917094855,993.382924011147,9.88826335712375,"Fall"
312,12,9.36086772382011,1001.80100278602,18.030651307178,"Fall"
313,1,2.01685029194925,999.722445243959,14.5553471627467,"Winter"
314,2,5.50133160714027,1004.46376303273,13.6958387808304,"Winter"
315,3,6.36080254546652,1006.06695472069,17.3204561692619,"Winter"
316,4,9.64085083130513,1016.82305142546,9.89799704658035,"Spring"
317,5,7.32881576834882,1022.82113002523,8.43274541740797,"Spring"
318,6,3.98761373286036,1005.72616470912,12.5275956225829,"Spring"
319,7,12.9367409014646,1003.03161017622,23.7587857487772,"Summer"
320,8,10.7395906048714,1002.5831114101,15.2788238730626,"Summer"
321,9,8.8417631452364,1008.85411273636,16.6571719911394,"Summer"
322,10,11.909889642648,1010.60970931847,14.0507668116123,"Fall"
323,11,4.36733095587229,1017.83617533838,17.3524636597691,"Fall"
324,12,10.4961652830196,1009.78675157832,10.2416022849143,"Fall"
325,1,7.07693986215796,992.2151073114,20.7895523328432,"Winter"
326,2,10.8307690811435,1012.0856572445,17.9235263012068,"Winter"
327,3,8.73276543486851,1024.87186810652,10.9677358865415,"Winter"
328,4,10.9516152694867,1024.9160126851,15.27276622906,"Spring"
329,5,13.1985501106402,1005.11036781889,18.5816580974956,"Spring"
330,6,9.35485270803951,997.522234563624,17.788654910273,"Spring"
331,7,12.5283227791801,1037.58060491865,22.4096700793844,"Summer"
332,8,6.05464617917307,1011.37578057521,11.9350612255257,"Summer"
333,9,7.60103060503645,1012.02548749894,20.580683077452,"Summer"
334,10,14.4709436956435,1017.20574188698,20.1827400497061,"Fall"
335,11,11.194408417472,996.859605433809,14.1875843404857,"Fall"
336,12,4.05599313754093,1005.71780888809,10.1203665358906,"Fall"
337,1,6.27238493472436,997.5955759471,9.55427404557742,"Winter"
338,2,9.91536353582853,1006.06905385989,17.2889347897249,"Winter"
339,3,13.2695822874991,1014.18849433005,14.6443663313955,"Winter"
340,4,10.5224142067312,999.352905420131,23.8955133342572,"Spring"
341,5,12.8576825240022,1018.89982679367,17.675689802481,"Spring"
342,6,14.0203820709274,1015.89344028817,13.1402756241825,"Spring"
343,7,16.3159190576821,1003.95784974379,9.87228875751443,"Summer"
344,8,11.6312889780612,1015.26324942381,12.0879916269737,"Summer"
345,9,11.4688252855162,1020.48081162494,16.7144419644867,"Summer"
346,10,6.52759130564954,1023.61095253262,12.7453267647167,"Fall"
347,11,12.2487705357006,1010.87151721353,17.5711506011535,"Fall"
348,12,10.3996254975072,1012.06363206089,13.3283097391511,"Fall"
349,1,9.35838967624667,1012.13285865018,14.4722004560276,"Winter"
350,2,11.9067483556955,1027.41461756055,11.3474516359609,"Winter"
351,3,15.6581018581715,1024.25071892278,24.5252179245435,"Winter"
352,4,6.80253940389258,1021.34401567757,16.663108657352,"Spring"
353,5,11.6671171396975,1010.12659200159,16.1531682024973,"Spring"
354,6,13.4676447523157,1016.73241434166,6.54068792557966,"Spring"
355,7,10.6074458480204,1017.03290331221,18.2989594977466,"Summer"
356,8,14.4586206208549,1002.58326705711,9.88188205560144,"Summer"
357,9,14.8615020407145,995.716954846793,10.5423921282285,"Summer"
358,10,13.6988110731785,1019.41830027652,19.5917058551082,"Fall"
359,11,6.57128844424556,997.706894688196,12.7364967674588,"Fall"
360,12,21.8547264502254,1013.01683688484,6.2581385999841,"Fall"
361,1,13.6960779595722,1015.50247821348,23.8495205494468,"Winter"
362,2,16.4373831725305,1018.63867390306,3.1129653730374,"Winter"
363,3,15.4770833568822,1014.89426237515,17.8640576492979,"Winter"
364,4,17.9018861428967,1005.67146193703,20.086246245423,"Spring"
365,5,17.4529783391223,1022.86365859895,11.8451606666973,"Spring"
